record_id,timestamp,source,region,category,unit_price,quantity,revenue,customer_rating,returned
TX101357,2026-05-08 08:08:00,web_store_apac,MEA,Electronics,118.88,1,118.88,5,1
TX101124,2026-05-08 09:12:00,web_store_us,Europe,Sports,56.47,2,112.95,4,0
TX101059,2026-05-08 11:41:00,affiliate_network,North America,Toys,23.62,3,70.86,4,1
TX100505,2026-05-08 19:40:00,mobile_app_ios,APAC,Grocery,23.48,1,23.48,5,0
TX101313,2026-05-08 20:41:00,email_campaigns,LATAM,Sports,58.5,2,116.99,4,0
TX100793,2026-05-09 01:19:00,affiliate_network,Europe,Sports,41.52,5,207.6,3,0
TX101332,2026-05-09 03:17:00,web_store_us,APAC,Apparel,44.92,1,44.92,3,0
TX101204,2026-05-09 04:17:00,affiliate_network,APAC,Toys,19.93,2,39.85,4,0
TX101152,2026-05-09 05:59:00,email_campaigns,Europe,Beauty,14.07,1,14.07,4,0
TX100203,2026-05-09 07:40:00,social_instagram_ads,MEA,Electronics,262.44,2,524.89,2,0
TX100361,2026-05-09 07:49:00,social_instagram_ads,Europe,Electronics,120.79,1,120.79,4,1
TX100824,2026-05-09 08:41:00,marketplace_etsy,North America,Grocery,11.62,2,23.24,4,0
TX100562,2026-05-09 09:02:00,retail_pos_partners,APAC,Grocery,23.82,8,327.4153807390735,5,1
TX100023,2026-05-09 12:24:00,email_campaigns,MEA,Books,9.37,1,9.37,4,0
TX100652,2026-05-09 14:55:00,mobile_app_ios,LATAM,Electronics,247.81,1,247.81,5,0
TX100133,2026-05-09 16:41:00,social_tiktok_ads,APAC,Books,15.64,2,31.28,5,0
TX101142,2026-05-09 17:34:00,affiliate_network,APAC,Apparel,0.6996,2,69.97,5,0
TX100056,2026-05-09 21:55:00,web_store_apac,MEA,Home & Kitchen,55.42,1,55.42,5,0
TX100894,2026-05-09 23:37:00,web_store_eu,MEA,Electronics,195.05,3,585.15,5,0
TX101445,2026-05-10 00:49:00,web_store_eu,North America,Books,17.91,1,17.91,4,0
TX100226,2026-05-10 04:48:00,marketplace_amazon,LATAM,Home & Kitchen,55.2,1,55.2,3,0
TX101112,2026-05-10 08:49:00,retail_pos_partners,Europe,Beauty,34.0,1,34.0,4,0
TX100550,2026-05-10 14:38:00,retail_pos_partners,LATAM,Books,19.33,2,38.67,4,0
TX100830,2026-05-10 15:20:00,social_instagram_ads,Europe,Grocery,28.64,1,28.64,3,0
TX101353,2026-05-10 15:37:00,mobile_app_ios,Europe,Books,15.77,1,15.77,5,0
TX100299,2026-05-10 20:55:00,web_store_us,APAC,Toys,36.63,3,109.9,4,0
TX100166,2026-05-10 21:14:00,retail_pos_partners,LATAM,Sports,36.03,2,72.07,4,0
TX100038,2026-05-10 22:40:00,mobile_app_ios,North America,Beauty,21.52,4,86.07,4,0
TX100326,2026-05-11 05:17:00,social_tiktok_ads,APAC,Home & Kitchen,82.99,3,248.97,4,0
TX100011,2026-05-11 07:55:00,web_store_us,APAC,Beauty,23.26,1,23.26,5,0
TX100634,2026-05-11 09:05:00,email_campaigns,APAC,Apparel,58.57,1,58.57,5,0
TX100355,2026-05-11 10:42:00,mobile_app_android,North America,Toys,21.71,2,43.41,4,0
TX100511,2026-05-11 11:25:00,marketplace_amazon,LATAM,Sports,42.52,3,127.56,5,0
TX100609,2026-05-11 11:42:00,email_campaigns,APAC,Toys,22.48,1,22.48,4,0
TX101109,2026-05-11 12:32:00,web_store_us,APAC,Books,17.53,1,17.53,5,0
TX100732,2026-05-11 12:57:00,mobile_app_ios,APAC,Grocery,27.13,1,27.13,3,0
TX100058,2026-05-11 13:42:00,affiliate_network,MEA,Electronics,121.68,4,486.71,3,0
TX101409,2026-05-11 17:54:00,mobile_app_android,North America,Beauty,26.2,1,26.2,4,0
TX100309,2026-05-11 18:42:00,affiliate_network,APAC,Apparel,49.08,4,196.32,5,0
TX101317,2026-05-11 20:28:00,web_store_eu,LATAM,Toys,26.34,1,26.34,3,0
TX100260,2026-05-12 02:05:00,web_store_apac,North America,Grocery,19.0,1,19.0,4,0
TX101385,2026-05-12 02:25:00,web_store_eu,LATAM,Beauty,28.37,3,85.11,5,0
TX101113,2026-05-12 03:42:00,marketplace_etsy,MEA,Toys,28.37,3,85.1,4,0
TX101166,2026-05-12 03:45:00,email_campaigns,North America,Apparel,63.6,4,254.4,5,0
TX101044,2026-05-12 04:00:00,retail_pos_partners,Europe,Electronics,278.96,1,278.96,4,0
TX100173,2026-05-12 07:43:00,marketplace_amazon,North America,Sports,50.77,4,203.07,4,1
TX100327,2026-05-12 07:52:00,social_instagram_ads,LATAM,Apparel,42.5,5,212.52,4,1
TX100896,2026-05-12 09:48:00,mobile_app_android,MEA,Sports,46.78,1,46.78,5,0
TX101407,2026-05-12 10:03:00,mobile_app_ios,APAC,Grocery,15.84,1,15.84,4,0
TX100398,2026-05-12 12:32:00,mobile_app_android,North America,Grocery,28.79,2,57.59,4,0
TX100637,2026-05-12 13:07:00,mobile_app_ios,Europe,Electronics,360.51,1,360.51,4,0
TX100287,2026-05-12 13:54:00,web_store_apac,APAC,Grocery,25.83,3,77.49,5,0
TX100653,2026-05-12 17:29:00,mobile_app_android,APAC,Sports,70.06,3,210.18,5,0
TX101097,2026-05-12 18:25:00,mobile_app_ios,APAC,Sports,83.66,1,83.66,3,1
TX100723,2026-05-13 00:13:00,email_campaigns,Europe,Grocery,25.66,2,51.31,4,0
TX101074,2026-05-13 01:36:00,web_store_eu,Europe,Grocery,19.89,1,19.89,5,0
TX100048,2026-05-13 01:41:00,web_store_eu,MEA,Grocery,31.71,3,95.13,4,0
TX100561,2026-05-13 14:46:00,social_instagram_ads,LATAM,Toys,30.69,3,92.06,4,0
TX100776,2026-05-13 15:08:00,web_store_apac,APAC,Apparel,58.25,1,58.25,4,0
TX101293,2026-05-13 16:06:00,web_store_eu,LATAM,Electronics,178.18,1,178.18,4,0
TX101072,2026-05-13 16:42:00,email_campaigns,North America,Toys,33.78,1,33.78,5,0
TX100307,2026-05-13 17:43:00,marketplace_amazon,APAC,Home & Kitchen,64.01,3,192.02,4,0
TX101342,2026-05-13 19:23:00,mobile_app_ios,MEA,Home & Kitchen,64.23,1,64.23,4,0
TX100605,2026-05-13 20:50:00,marketplace_amazon,North America,Electronics,60.12,1,60.12,4,0
TX100043,2026-05-13 21:27:00,marketplace_etsy,North America,Beauty,24.7,1,24.7,5,0
TX101005,2026-05-13 22:10:00,affiliate_network,LATAM,Electronics,250.23,2,500.47,5,0
TX100330,2026-05-13 22:41:00,mobile_app_ios,APAC,Electronics,264.0,1,264.0,3,0
TX100766,2026-05-14 00:32:00,email_campaigns,MEA,Books,19.56,4,78.26,4,0
TX100154,2026-05-14 00:36:00,mobile_app_android,LATAM,Apparel,33.27,1,33.27,5,0
TX100292,2026-05-14 04:16:00,email_campaigns,Europe,Apparel,50.78,2,101.56,4,0
TX101386,2026-05-14 05:17:00,web_store_apac,North America,Sports,54.1,2,108.21,1,1
TX100915,2026-05-14 05:41:00,mobile_app_android,MEA,Grocery,22.74,1,22.74,4,1
TX100658,2026-05-14 06:33:00,email_campaigns,APAC,Books,19.92,3,59.75,4,0
TX100792,2026-05-14 12:32:00,marketplace_amazon,Europe,Sports,63.19,1,63.19,4,0
TX100850,2026-05-14 12:42:00,web_store_apac,Europe,Apparel,59.97,1,59.97,5,0
TX100820,2026-05-14 13:58:00,web_store_apac,Europe,Electronics,178.23,1,178.23,4,0
TX101156,2026-05-14 14:29:00,affiliate_network,MEA,Electronics,255.43,2,510.85,4,1
TX100706,2026-05-14 15:09:00,affiliate_network,MEA,Beauty,31.73,1,31.73,5,0
TX100129,2026-05-14 18:01:00,web_store_eu,APAC,Apparel,60.62,2,121.24,2,0
TX100086,2026-05-14 19:27:00,affiliate_network,North America,Sports,47.71,1,47.71,4,0
TX101219,2026-05-15 00:39:00,web_store_apac,APAC,Apparel,50.68,1,50.68,5,0
TX100365,2026-05-15 00:47:00,email_campaigns,Europe,Sports,37.65,3,112.96,4,0
TX100156,2026-05-15 02:25:00,web_store_us,LATAM,Sports,64.81,4,259.24,4,0
TX101349,2026-05-15 02:57:00,web_store_us,MEA,Grocery,10.4,1,10.4,5,1
TX100840,2026-05-15 03:48:00,social_instagram_ads,LATAM,Toys,33.03,1,33.03,5,0
TX100627,2026-05-15 07:31:00,mobile_app_ios,LATAM,Grocery,28.41,2,56.82,3,0
TX100981,2026-05-15 08:04:00,affiliate_network,LATAM,Electronics,153.09,2,306.18,3,0
TX100085,2026-05-15 08:11:00,social_tiktok_ads,North America,Toys,21.74,3,65.22,5,0
TX101209,2026-05-15 11:50:00,social_tiktok_ads,Europe,Sports,34.71,2,69.43,5,0
TX101376,2026-05-15 12:23:00,web_store_us,North America,Toys,18.21,4,72.86,4,0
TX100336,2026-05-15 15:38:00,affiliate_network,North America,Grocery,16.42,1,16.42,5,0
TX101328,2026-05-15 15:38:00,affiliate_network,North America,Home & Kitchen,54.93,1,54.93,4,0
TX100978,2026-05-15 16:16:00,web_store_eu,APAC,Sports,85.05,2,170.09,4,0
TX100167,2026-05-15 17:14:00,mobile_app_android,LATAM,Beauty,24.38,3,73.13,4,0
TX101379,2026-05-15 20:30:00,marketplace_amazon,MEA,Beauty,26.11,4,104.43,4,0
TX101196,2026-05-15 21:21:00,social_tiktok_ads,North America,Toys,30.21,2,60.43,4,0
TX100245,2026-05-15 21:55:00,social_tiktok_ads,Europe,Sports,44.19,1,44.19,3,1
TX100248,2026-05-15 23:04:00,retail_pos_partners,MEA,Books,22.14,4,88.54,4,0
TX100559,2026-05-15 23:09:00,mobile_app_android,North America,Books,21.39,3,64.18,3,0
TX100184,2026-05-16 00:40:00,mobile_app_android,LATAM,Grocery,23.08,2,46.16,5,0
TX100678,2026-05-16 01:29:00,web_store_apac,APAC,Home & Kitchen,55.55,3,166.64,3,0
TX100368,2026-05-16 04:54:00,retail_pos_partners,Europe,Grocery,13.62,5,68.08,4,0
TX100467,2026-05-16 05:34:00,social_tiktok_ads,APAC,Apparel,27.78,4,111.1,5,0
TX101447,2026-05-16 08:02:00,email_campaigns,LATAM,Electronics,231.13,1,231.13,3,0
TX100170,2026-05-16 14:44:00,affiliate_network,LATAM,Sports,49.91,1,49.91,4,0
TX100834,2026-05-16 15:47:00,social_instagram_ads,APAC,Grocery,12.53,3,37.6,4,0
TX100425,2026-05-16 18:43:00,retail_pos_partners,APAC,Sports,54.73,1,54.73,4,0
TX101330,2026-05-16 21:36:00,marketplace_amazon,APAC,Books,17.21,1,17.21,5,0
TX100994,2026-05-16 22:33:00,marketplace_etsy,LATAM,Apparel,36.73,2,73.47,3,0
TX101184,2026-05-16 22:55:00,mobile_app_android,Europe,Grocery,14.65,1,14.65,5,0
TX100148,2026-05-16 23:12:00,mobile_app_android,Europe,Sports,63.7,2,127.39,5,0
TX101223,2026-05-17 00:30:00,marketplace_amazon,North America,Grocery,33.19,1,33.19,4,0
TX100074,2026-05-17 01:19:00,social_tiktok_ads,LATAM,Apparel,53.35,3,160.04,5,0
TX100735,2026-05-17 01:27:00,web_store_apac,Europe,Beauty,25.32,1,25.32,4,1
TX100992,2026-05-17 01:33:00,marketplace_etsy,MEA,Beauty,29.73,2,59.45,4,0
TX100945,2026-05-17 03:01:00,mobile_app_ios,LATAM,Books,21.91,1,21.91,3,1
TX101444,2026-05-17 06:08:00,retail_pos_partners,APAC,Beauty,32.43,3,97.29,4,0
TX100675,2026-05-17 06:52:00,web_store_us,Europe,Electronics,314.16,3,942.49,3,0
TX100254,2026-05-17 08:39:00,affiliate_network,North America,Apparel,42.6,1,42.6,5,1
TX101368,2026-05-17 11:18:00,web_store_us,Europe,Books,21.46,2,42.92,4,0
TX100392,2026-05-17 11:32:00,retail_pos_partners,LATAM,Toys,35.47,3,106.4,4,0
TX101297,2026-05-17 12:42:00,web_store_eu,MEA,Home & Kitchen,52.82,3,158.47,4,0
TX101023,2026-05-17 16:53:00,mobile_app_android,Europe,Grocery,23.99,2,47.97,5,0
TX101000,2026-05-17 18:43:00,social_instagram_ads,MEA,Apparel,53.98,3,161.93,3,0
TX101043,2026-05-17 22:28:00,web_store_eu,APAC,Sports,52.38,3,157.15,3,0
TX100041,2026-05-17 23:59:00,social_instagram_ads,MEA,Beauty,29.63,1,29.63,4,0
TX100621,2026-05-18 03:37:00,mobile_app_ios,North America,Home & Kitchen,47.6,1,47.6,5,0
TX100315,2026-05-18 04:04:00,social_instagram_ads,Europe,Beauty,40.55,1,40.55,4,0
TX100324,2026-05-18 08:03:00,web_store_apac,MEA,Beauty,31.6,4,126.39,4,0
TX100952,2026-05-18 08:30:00,retail_pos_partners,LATAM,Home & Kitchen,48.3,2,96.61,4,0
TX100234,2026-05-18 12:29:00,web_store_eu,MEA,Beauty,34.75,1,34.75,5,0
TX100923,2026-05-18 14:10:00,mobile_app_ios,MEA,Apparel,40.45,5,202.26,4,0
TX100120,2026-05-18 14:11:00,web_store_us,LATAM,Home & Kitchen,43.2,4,172.81,5,1
TX100451,2026-05-18 15:09:00,affiliate_network,Europe,Beauty,24.65,4,98.59,4,0
TX100445,2026-05-18 15:20:00,email_campaigns,Europe,Home & Kitchen,58.13,2,116.26,5,0
TX100666,2026-05-18 18:06:00,mobile_app_ios,Europe,Home & Kitchen,99.18,1,99.18,5,1
TX101415,2026-05-18 18:38:00,web_store_apac,LATAM,Books,18.01,5,90.05,4,0
TX100662,2026-05-18 20:52:00,affiliate_network,MEA,Home & Kitchen,63.19,1,63.19,4,0
TX100098,2026-05-19 00:02:00,mobile_app_android,Europe,Beauty,10.48,1,10.48,5,0
TX101178,2026-05-19 01:42:00,email_campaigns,North America,Toys,30.01,1,30.01,5,0
TX100394,2026-05-19 03:03:00,mobile_app_android,Europe,Grocery,8.59,2,17.17,4,0
TX101212,2026-05-19 03:52:00,social_tiktok_ads,APAC,Sports,48.45,1,48.45,3,0
TX101354,2026-05-19 06:59:00,social_instagram_ads,LATAM,Electronics,216.3,2,432.6,3,1
TX100207,2026-05-19 07:33:00,marketplace_amazon,LATAM,Toys,0.4742,1,23.71,5,0
TX100189,2026-05-19 12:12:00,mobile_app_ios,MEA,Grocery,20.55,2,41.1,4,0
TX101002,2026-05-19 23:09:00,marketplace_etsy,Europe,Books,19.23,1,19.23,3,0
TX100271,2026-05-19 23:40:00,web_store_apac,North America,Books,15.1,6,90.63,5,0
TX100274,2026-05-20 05:48:00,marketplace_amazon,North America,Home & Kitchen,62.28,5,311.42,4,0
TX100497,2026-05-20 06:21:00,affiliate_network,APAC,Books,17.79,3,53.38,4,0
TX101387,2026-05-20 06:33:00,web_store_eu,LATAM,Apparel,30.85,2,61.69,5,0
TX100006,2026-05-20 06:48:00,marketplace_etsy,APAC,Toys,25.5,2,50.99,4,0
TX100067,2026-05-20 08:18:00,web_store_eu,MEA,Home & Kitchen,64.7,1,64.7,4,0
TX101422,2026-05-20 08:19:00,mobile_app_ios,North America,Electronics,226.72,1,226.72,4,0
TX100380,2026-05-20 09:10:00,web_store_us,MEA,Home & Kitchen,62.35,1,62.35,4,0
TX101057,2026-05-20 11:49:00,web_store_us,MEA,Grocery,13.99,1,13.99,4,0
TX100770,2026-05-20 16:48:00,email_campaigns,Europe,Sports,55.06,2,110.13,5,0
TX100828,2026-05-20 17:57:00,social_instagram_ads,LATAM,Toys,23.82,1,23.82,5,0
TX100911,2026-05-20 18:36:00,email_campaigns,MEA,Sports,87.84,1,87.84,5,1
TX100293,2026-05-20 20:04:00,mobile_app_ios,MEA,Apparel,44.69,3,134.07,5,0
TX101307,2026-05-20 20:40:00,social_instagram_ads,LATAM,Electronics,158.51,3,475.52,5,0
TX101323,2026-05-20 23:37:00,social_tiktok_ads,MEA,Grocery,28.61,1,28.61,4,0
TX100972,2026-05-21 02:17:00,marketplace_amazon,North America,Beauty,37.41,2,74.82,5,0
TX100318,2026-05-21 05:53:00,affiliate_network,Europe,Books,21.78,1,21.78,5,0
TX100758,2026-05-21 08:47:00,social_tiktok_ads,APAC,Toys,37.2,1,37.2,5,0
TX100645,2026-05-21 08:49:00,social_instagram_ads,APAC,Apparel,24.82,3,74.46,3,0
TX101014,2026-05-21 10:14:00,marketplace_etsy,North America,Home & Kitchen,58.4,2,116.8,2,0
TX100934,2026-05-21 11:38:00,mobile_app_ios,Europe,Apparel,40.74,1,40.74,4,0
TX100064,2026-05-21 14:53:00,mobile_app_ios,APAC,Toys,26.75,2,53.5,4,0
TX101237,2026-05-21 15:24:00,affiliate_network,MEA,Beauty,24.98,1,24.98,5,0
TX101428,2026-05-21 18:03:00,affiliate_network,APAC,Electronics,258.63,2,517.25,5,0
TX101052,2026-05-21 20:46:00,marketplace_etsy,APAC,Sports,55.05,1,55.05,5,0
TX101180,2026-05-21 21:18:00,web_store_eu,Europe,Books,29.89,2,59.78,5,0
TX100912,2026-05-22 00:20:00,marketplace_amazon,LATAM,Toys,30.28,3,90.85,4,0
TX101270,2026-05-22 01:44:00,marketplace_amazon,APAC,Sports,63.11,3,189.34,5,0
TX100582,2026-05-22 02:36:00,retail_pos_partners,LATAM,Grocery,23.05,1,23.05,5,0
TX101017,2026-05-22 05:54:00,marketplace_amazon,LATAM,Grocery,26.13,2,52.26,5,0
TX100939,2026-05-22 08:59:00,affiliate_network,North America,Apparel,50.97,2,101.95,4,0
TX101115,2026-05-22 11:39:00,marketplace_amazon,APAC,Electronics,202.39,1,202.39,3,1
TX101019,2026-05-22 12:06:00,retail_pos_partners,Europe,Home & Kitchen,49.31,1,49.31,4,0
TX100537,2026-05-22 13:17:00,social_instagram_ads,North America,Apparel,23.42,2,46.84,4,0
TX100578,2026-05-22 15:18:00,social_instagram_ads,MEA,Apparel,57.18,3,171.54,4,0
TX100886,2026-05-22 17:34:00,marketplace_amazon,North America,Home & Kitchen,55.8,1,55.8,5,0
TX100971,2026-05-22 21:02:00,social_tiktok_ads,MEA,Beauty,25.03,1,25.03,4,0
TX100205,2026-05-22 22:19:00,web_store_eu,LATAM,Home & Kitchen,39.72,1,39.72,4,0
TX100500,2026-05-22 23:50:00,email_campaigns,LATAM,Grocery,20.48,2,40.97,5,0
TX101073,2026-05-23 01:12:00,web_store_eu,Europe,Electronics,183.25,2,366.51,4,0
TX100208,2026-05-23 02:39:00,marketplace_etsy,Europe,Apparel,41.38,4,165.53,5,0
TX101345,2026-05-23 05:42:00,web_store_apac,LATAM,Grocery,23.27,1,23.27,4,0
TX101348,2026-05-23 05:50:00,web_store_eu,MEA,Electronics,205.34,1,205.34,4,0
TX100743,2026-05-23 08:25:00,social_instagram_ads,North America,Grocery,29.13,1,29.13,3,0
TX101242,2026-05-23 09:25:00,marketplace_amazon,LATAM,Home & Kitchen,61.0,1,61.0,3,0
